	note	tags	spanish_verb	inf_verb	person	sing_or_plural	mood	tense	pos_neg_cmd	note1	note2
2332	→ En el futuro, →yo {{c1::adquiriré::…adquirir…}} (libros)	 adquirir ends_in_ir futuro irregular_verb low_irregularity regular_form yo 	adquirir	adquirir	1	S	I	F	0	→ En el futuro, →yo 	 (libros)
2336	→ En el futuro, →vosotros {{c1::adquiriréis::…adquirir…}} (libros)	 adquirir ends_in_ir futuro irregular_verb low_irregularity regular_form vosotros 	adquirir	adquirir	2	P	I	F	0	→ En el futuro, →vosotros 	 (libros)
2337	→ En el futuro, →ellos/ellas/ustedes {{c1::adquirirán::…adquirir…}} (libros)	 adquirir ellos_ellas_ustedes ends_in_ir futuro irregular_verb low_irregularity regular_form 	adquirir	adquirir	3	P	I	F	0	→ En el futuro, →ellos/ellas/ustedes 	 (libros)
2334	→ En el futuro, →él/ella/usted {{c1::adquirirá::…adquirir…}} (libros)	 adquirir ends_in_ir futuro irregular_verb low_irregularity regular_form él_ella_usted 	adquirir	adquirir	3	S	I	F	0	→ En el futuro, →él/ella/usted 	 (libros)
2323	⇠ En esa época, a menudo, ⇠nosotros {{c1::adquiríamos::…adquirir…}} (libros)	 adquirir ends_in_ir imperfecto irregular_verb low_irregularity nosotros regular_form 	adquirir	adquirir	1	P	I	I	0	⇠ En esa época, a menudo, ⇠nosotros 	 (libros)
2320	⇠ En esa época, a menudo, ⇠yo {{c1::adquiría::…adquirir…}} (libros)	 adquirir ends_in_ir imperfecto irregular_verb low_irregularity regular_form yo 	adquirir	adquirir	1	S	I	I	0	⇠ En esa época, a menudo, ⇠yo 	 (libros)
2324	⇠ En esa época, a menudo, ⇠vosotros {{c1::adquiríais::…adquirir…}} (libros)	 adquirir ends_in_ir imperfecto irregular_verb low_irregularity regular_form vosotros 	adquirir	adquirir	2	P	I	I	0	⇠ En esa época, a menudo, ⇠vosotros 	 (libros)
2325	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes {{c1::adquirían::…adquirir…}} (libros)	 adquirir ellos_ellas_ustedes ends_in_ir imperfecto irregular_verb low_irregularity regular_form 	adquirir	adquirir	3	P	I	I	0	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes 	 (libros)
2322	⇠ En esa época, a menudo, ⇠él/ella/usted {{c1::adquiría::…adquirir…}} (libros)	 adquirir ends_in_ir imperfecto irregular_verb low_irregularity regular_form él_ella_usted 	adquirir	adquirir	3	S	I	I	0	⇠ En esa época, a menudo, ⇠él/ella/usted 	 (libros)
2317	⊙ Ahora mismo, ⊙nosotros {{c1::adquirimos::…adquirir…}} (libros)	 adquirir ends_in_ir irregular_verb low_irregularity nosotros presente regular_form 	adquirir	adquirir	1	P	I	P	0	⊙ Ahora mismo, ⊙nosotros 	 (libros)
2313	⊙ Ahora mismo, ⊙yo {{c1::adquiero::…adquirir…}} (libros)	 adquirir ends_in_ir irregular_form irregular_verb low_irregularity presente yo 	adquirir	adquirir	1	S	I	P	0	⊙ Ahora mismo, ⊙yo 	 (libros)
2318	⊙ Ahora mismo, ⊙vosotros {{c1::adquirís::…adquirir…}} (libros)	 adquirir ends_in_ir irregular_verb low_irregularity presente regular_form vosotros 	adquirir	adquirir	2	P	I	P	0	⊙ Ahora mismo, ⊙vosotros 	 (libros)
2319	⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::adquieren::…adquirir…}} (libros)	 adquirir ellos_ellas_ustedes ends_in_ir irregular_form irregular_verb low_irregularity presente 	adquirir	adquirir	3	P	I	P	0	⊙ Ahora mismo, ⊙ellos/ellas/ustedes 	 (libros)
2316	⊙ Ahora mismo, ⊙él/ella/usted {{c1::adquiere::…adquirir…}} (libros)	 adquirir ends_in_ir irregular_form irregular_verb low_irregularity presente él_ella_usted 	adquirir	adquirir	3	S	I	P	0	⊙ Ahora mismo, ⊙él/ella/usted 	 (libros)
2329	↧ En aquel momento ↧nosotros {{c1::adquirimos::…adquirir…}} (libros)	 adquirir ends_in_ir indefinido irregular_verb low_irregularity nosotros regular_form 	adquirir	adquirir	1	P	I	passat_perifrastic	0	↧ En aquel momento ↧nosotros 	 (libros)
2326	↧ En aquel momento ↧yo {{c1::adquirí::…adquirir…}} (libros)	 adquirir ends_in_ir indefinido irregular_verb low_irregularity regular_form yo 	adquirir	adquirir	1	S	I	passat_perifrastic	0	↧ En aquel momento ↧yo 	 (libros)
2330	↧ En aquel momento ↧vosotros {{c1::adquiristeis::…adquirir…}} (libros)	 adquirir ends_in_ir indefinido irregular_verb low_irregularity regular_form vosotros 	adquirir	adquirir	2	P	I	passat_perifrastic	0	↧ En aquel momento ↧vosotros 	 (libros)
2331	↧ En aquel momento ↧ellos/ellas/ustedes {{c1::adquirieron::…adquirir…}} (libros)	 adquirir ellos_ellas_ustedes ends_in_ir indefinido irregular_verb low_irregularity regular_form 	adquirir	adquirir	3	P	I	passat_perifrastic	0	↧ En aquel momento ↧ellos/ellas/ustedes 	 (libros)
2328	↧ En aquel momento ↧él/ella/usted {{c1::adquirió::…adquirir…}} (libros)	 adquirir ends_in_ir indefinido irregular_verb low_irregularity regular_form él_ella_usted 	adquirir	adquirir	3	S	I	passat_perifrastic	0	↧ En aquel momento ↧él/ella/usted 	 (libros)
2360	Vámonos equipo, por favor,¡ (que) {{c1::adquiramos::…adquirir…}} (más libros), ya !(nosotros)	 adquirir ends_in_ir imperativo irregular_verb low_irregularity nosotros regular_form 	adquirir	adquirir	1	P	M	0	pos	Vámonos equipo, por favor,¡ (que) 	 (más libros), ya !(nosotros)
2361	Tú y tú, por favor,¡ {{c1::adquirid::…adquirir…}} (más libros), ya !(vosotros)	 adquirir ends_in_ir imperativo irregular_verb low_irregularity regular_form vosotros 	adquirir	adquirir	2	P	M	0	pos	Tú y tú, por favor,¡ 	 (más libros), ya !(vosotros)
2362	Señores, por favor,¡ (que) {{c1::adquieran::…adquirir…}} (más libros), ya ! (ellos/ellas/ustedes)	 adquirir ellos_ellas_ustedes ends_in_ir imperativo irregular_form irregular_verb low_irregularity 	adquirir	adquirir	3	P	M	0	pos	Señores, por favor,¡ (que) 	 (más libros), ya ! (ellos/ellas/ustedes)
2359	Señora, por favor,¡ (que) {{c1::adquiera::…adquirir…}} (más libros), ya !(él/ella/usted)	 adquirir ends_in_ir imperativo irregular_form irregular_verb low_irregularity él_ella_usted 	adquirir	adquirir	3	S	M	0	pos	Señora, por favor,¡ (que) 	 (más libros), ya !(él/ella/usted)
2312	Hugo ha {{c1::adquirido::…adquirir…}} (libros)	 adquirir ends_in_ir irregular_verb low_irregularity participio regular_form 	adquirir	adquirir	0	S	P	0	0	Hugo ha 	 (libros)
2353	↫ Fue sorprendente que ↫nosotros {{c1::adquiriéramos | adquiriésemos::…adquirir…}} (libros)	 adquirir ends_in_ir irregular_verb low_irregularity nosotros regular_form subjuntivo_pasado 	adquirir	adquirir	1	P	S	I	0	↫ Fue sorprendente que ↫nosotros 	 (libros)
2350	↫ Fue sorprendente que ↫yo {{c1::adquiriera | adquiriese::…adquirir…}} (libros)	 adquirir ends_in_ir irregular_verb low_irregularity regular_form subjuntivo_pasado yo 	adquirir	adquirir	1	S	S	I	0	↫ Fue sorprendente que ↫yo 	 (libros)
2354	↫ Fue sorprendente que ↫vosotros {{c1::adquirierais | adquirieseis::…adquirir…}} (libros)	 adquirir ends_in_ir irregular_verb low_irregularity regular_form subjuntivo_pasado vosotros 	adquirir	adquirir	2	P	S	I	0	↫ Fue sorprendente que ↫vosotros 	 (libros)
2355	↫ Fue sorprendente que ↫ellos/ellas/ustedes {{c1::adquirieran | adquiriesen::…adquirir…}} (libros)	 adquirir ellos_ellas_ustedes ends_in_ir irregular_verb low_irregularity regular_form subjuntivo_pasado 	adquirir	adquirir	3	P	S	I	0	↫ Fue sorprendente que ↫ellos/ellas/ustedes 	 (libros)
2352	↫ Fue sorprendente que ↫él/ella/usted {{c1::adquiriera | adquiriese::…adquirir…}} (libros)	 adquirir ends_in_ir irregular_verb low_irregularity regular_form subjuntivo_pasado él_ella_usted 	adquirir	adquirir	3	S	S	I	0	↫ Fue sorprendente que ↫él/ella/usted 	 (libros)
2347	〰 Resulta divertido que 〰nosotros {{c1::adquiramos::…adquirir…}} (libros)	 adquirir ends_in_ir irregular_verb low_irregularity nosotros regular_form subjuntivo_presente 	adquirir	adquirir	1	P	S	P	0	〰 Resulta divertido que 〰nosotros 	 (libros)
2344	〰 Resulta divertido que 〰yo {{c1::adquiera::…adquirir…}} (libros)	 adquirir ends_in_ir irregular_form irregular_verb low_irregularity subjuntivo_presente yo 	adquirir	adquirir	1	S	S	P	0	〰 Resulta divertido que 〰yo 	 (libros)
2348	〰 Resulta divertido que 〰vosotros {{c1::adquiráis::…adquirir…}} (libros)	 adquirir ends_in_ir irregular_verb low_irregularity regular_form subjuntivo_presente vosotros 	adquirir	adquirir	2	P	S	P	0	〰 Resulta divertido que 〰vosotros 	 (libros)
2349	〰 Resulta divertido que 〰ellos/ellas/ustedes {{c1::adquieran::…adquirir…}} (libros)	 adquirir ellos_ellas_ustedes ends_in_ir irregular_form irregular_verb low_irregularity subjuntivo_presente 	adquirir	adquirir	3	P	S	P	0	〰 Resulta divertido que 〰ellos/ellas/ustedes 	 (libros)
2346	〰 Resulta divertido que 〰él/ella/usted {{c1::adquiera::…adquirir…}} (libros)	 adquirir ends_in_ir irregular_form irregular_verb low_irregularity subjuntivo_presente él_ella_usted 	adquirir	adquirir	3	S	S	P	0	〰 Resulta divertido que 〰él/ella/usted 	 (libros)
2369	Mientras estoy estudiando…ella me está {{c1::cogiendo::…coger…}} (cariño)	 coger ends_in_er gerundio regular_form regular_verb 	coger	agafar	0	0	G	0	0	Mientras estoy estudiando…ella me está 	 (cariño)
2399	… Si pasara algo, …nosotros {{c1::cogeríamos::…coger…}} (el tren)	 coger condicional ends_in_er nosotros regular_form regular_verb 	coger	agafar	1	P	I	C	0	… Si pasara algo, …nosotros 	 (el tren)
2396	… Si ocurriese esto, …yo {{c1::cogería::…coger…}} (el tren)	 coger condicional ends_in_er regular_form regular_verb yo 	coger	agafar	1	S	I	C	0	… Si ocurriese esto, …yo 	 (el tren)
2400	… Si aconteciese esto, …vosotros {{c1::cogeríais::…coger…}} (el tren)	 coger condicional ends_in_er regular_form regular_verb vosotros 	coger	agafar	2	P	I	C	0	… Si aconteciese esto, …vosotros 	 (el tren)
2401	… Si se produjera esto, …ellos/ellas/ustedes {{c1::cogerían::…coger…}} (el tren)	 coger condicional ellos_ellas_ustedes ends_in_er regular_form regular_verb 	coger	agafar	3	P	I	C	0	… Si se produjera esto, …ellos/ellas/ustedes 	 (el tren)
2398	… Si acaeciera algo, …él/ella/usted {{c1::cogería::…coger…}} (el tren)	 coger condicional ends_in_er regular_form regular_verb él_ella_usted 	coger	agafar	3	S	I	C	0	… Si acaeciera algo, …él/ella/usted 	 (el tren)
2393	→ En el futuro, →nosotros {{c1::cogeremos::…coger…}} (el tren)	 coger ends_in_er futuro nosotros regular_form regular_verb 	coger	agafar	1	P	I	F	0	→ En el futuro, →nosotros 	 (el tren)
2390	→ En el futuro, →yo {{c1::cogeré::…coger…}} (el tren)	 coger ends_in_er futuro regular_form regular_verb yo 	coger	agafar	1	S	I	F	0	→ En el futuro, →yo 	 (el tren)
2394	→ En el futuro, →vosotros {{c1::cogeréis::…coger…}} (el tren)	 coger ends_in_er futuro regular_form regular_verb vosotros 	coger	agafar	2	P	I	F	0	→ En el futuro, →vosotros 	 (el tren)
2395	→ En el futuro, →ellos/ellas/ustedes {{c1::cogerán::…coger…}} (el tren)	 coger ellos_ellas_ustedes ends_in_er futuro regular_form regular_verb 	coger	agafar	3	P	I	F	0	→ En el futuro, →ellos/ellas/ustedes 	 (el tren)
2392	→ En el futuro, →él/ella/usted {{c1::cogerá::…coger…}} (el tren)	 coger ends_in_er futuro regular_form regular_verb él_ella_usted 	coger	agafar	3	S	I	F	0	→ En el futuro, →él/ella/usted 	 (el tren)
2381	⇠ En esa época, a menudo, ⇠nosotros {{c1::cogíamos::…coger…}} (el tren)	 coger ends_in_er imperfecto nosotros regular_form regular_verb 	coger	agafar	1	P	I	I	0	⇠ En esa época, a menudo, ⇠nosotros 	 (el tren)
2378	⇠ En esa época, a menudo, ⇠yo {{c1::cogía::…coger…}} (el tren)	 coger ends_in_er imperfecto regular_form regular_verb yo 	coger	agafar	1	S	I	I	0	⇠ En esa época, a menudo, ⇠yo 	 (el tren)
2382	⇠ En esa época, a menudo, ⇠vosotros {{c1::cogíais::…coger…}} (el tren)	 coger ends_in_er imperfecto regular_form regular_verb vosotros 	coger	agafar	2	P	I	I	0	⇠ En esa época, a menudo, ⇠vosotros 	 (el tren)
2383	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes {{c1::cogían::…coger…}} (el tren)	 coger ellos_ellas_ustedes ends_in_er imperfecto regular_form regular_verb 	coger	agafar	3	P	I	I	0	⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes 	 (el tren)
2380	⇠ En esa época, a menudo, ⇠él/ella/usted {{c1::cogía::…coger…}} (el tren)	 coger ends_in_er imperfecto regular_form regular_verb él_ella_usted 	coger	agafar	3	S	I	I	0	⇠ En esa época, a menudo, ⇠él/ella/usted 	 (el tren)
2375	⊙ Ahora mismo, ⊙nosotros {{c1::cogemos::…coger…}} (el tren)	 coger ends_in_er nosotros presente regular_form regular_verb 	coger	agafar	1	P	I	P	0	⊙ Ahora mismo, ⊙nosotros 	 (el tren)
2371	⊙ Ahora mismo, ⊙yo {{c1::cojo::…coger…}} (el tren)	 coger ends_in_er presente regular_form regular_spelling_change regular_verb yo 	coger	agafar	1	S	I	P	0	⊙ Ahora mismo, ⊙yo 	 (el tren)
2376	⊙ Ahora mismo, ⊙vosotros {{c1::cogéis::…coger…}} (el tren)	 coger ends_in_er presente regular_form regular_verb vosotros 	coger	agafar	2	P	I	P	0	⊙ Ahora mismo, ⊙vosotros 	 (el tren)
2377	⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::cogen::…coger…}} (el tren)	 coger ellos_ellas_ustedes ends_in_er in_the_wild presente refrán regular_form regular_verb 	coger	agafar	3	P	I	P	0	⊙ Ahora mismo, ⊙ellos/ellas/ustedes 	 (el tren)
2374	⊙ Ahora mismo, ⊙él/ella/usted {{c1::coge::…coger…}} (el tren)	 coger ends_in_er presente regular_form regular_verb él_ella_usted 	coger	agafar	3	S	I	P	0	⊙ Ahora mismo, ⊙él/ella/usted 	 (el tren)
2387	↧ En aquel momento ↧nosotros {{c1::cogimos::…coger…}} (el tren)	 coger ends_in_er indefinido nosotros regular_form regular_verb 	coger	agafar	1	P	I	passat_perifrastic	0	↧ En aquel momento ↧nosotros 	 (el tren)
2384	↧ En aquel momento ↧yo {{c1::cogí::…coger…}} (el tren)	 coger ends_in_er indefinido regular_form regular_verb yo 	coger	agafar	1	S	I	passat_perifrastic	0	↧ En aquel momento ↧yo 	 (el tren)
2388	↧ En aquel momento ↧vosotros {{c1::cogisteis::…coger…}} (el tren)	 coger ends_in_er indefinido regular_form regular_verb vosotros 	coger	agafar	2	P	I	passat_perifrastic	0	↧ En aquel momento ↧vosotros 	 (el tren)
2389	↧ En aquel momento ↧ellos/ellas/ustedes {{c1::cogieron::…coger…}} (el tren)	 coger ellos_ellas_ustedes ends_in_er indefinido regular_form regular_verb 	coger	agafar	3	P	I	passat_perifrastic	0	↧ En aquel momento ↧ellos/ellas/ustedes 	 (el tren)
2386	↧ En aquel momento ↧él/ella/usted {{c1::cogió::…coger…}} (el tren)	 coger ends_in_er in_the_wild indefinido modismo regular_form regular_verb él_ella_usted 	coger	agafar	3	S	I	passat_perifrastic	0	↧ En aquel momento ↧él/ella/usted 	 (el tren)
2418	Vámonos equipo, por favor,¡ (que) {{c1::cojamos::…coger…}} (el tren), ya !(nosotros)	 coger ends_in_er imperativo nosotros regular_form regular_spelling_change regular_verb 	coger	agafar	1	P	M	0	pos	Vámonos equipo, por favor,¡ (que) 	 (el tren), ya !(nosotros)
2419	Tú y tú, por favor,¡ {{c1::coged::…coger…}} (el tren), ya !(vosotros)	 coger ends_in_er imperativo regular_form regular_verb vosotros 	coger	agafar	2	P	M	0	pos	Tú y tú, por favor,¡ 	 (el tren), ya !(vosotros)
2420	Señores, por favor,¡ (que) {{c1::cojan::…coger…}} (el tren), ya ! (ellos/ellas/ustedes)	 coger ellos_ellas_ustedes ends_in_er imperativo regular_form regular_spelling_change regular_verb 	coger	agafar	3	P	M	0	pos	Señores, por favor,¡ (que) 	 (el tren), ya ! (ellos/ellas/ustedes)
2417	Señora, por favor,¡ (que) {{c1::coja::…coger…}} (el tren), ya !(él/ella/usted)	 coger ends_in_er imperativo regular_form regular_spelling_change regular_verb él_ella_usted 	coger	agafar	3	S	M	0	pos	Señora, por favor,¡ (que) 	 (el tren), ya !(él/ella/usted)
2370	Hugo le ha {{c1::cogido::…coger…}} (cariño)	 coger ends_in_er participio regular_form regular_verb 	coger	agafar	0	S	P	0	0	Hugo le ha 	 (cariño)
2411	↫ Fue sorprendente que ↫nosotros {{c1::cogiéramos | cogiésemos::…coger…}} (el tren)	 coger ends_in_er nosotros regular_form regular_verb subjuntivo_pasado 	coger	agafar	1	P	S	I	0	↫ Fue sorprendente que ↫nosotros 	 (el tren)
2408	↫ Fue sorprendente que ↫yo {{c1::cogiera | cogiese::…coger…}} (el tren)	 coger ends_in_er regular_form regular_verb subjuntivo_pasado yo 	coger	agafar	1	S	S	I	0	↫ Fue sorprendente que ↫yo 	 (el tren)
2412	↫ Fue sorprendente que ↫vosotros {{c1::cogierais | cogieseis::…coger…}} (el tren)	 coger ends_in_er regular_form regular_verb subjuntivo_pasado vosotros 	coger	agafar	2	P	S	I	0	↫ Fue sorprendente que ↫vosotros 	 (el tren)
2413	↫ Fue sorprendente que ↫ellos/ellas/ustedes {{c1::cogieran | cogiesen::…coger…}} (el tren)	 coger ellos_ellas_ustedes ends_in_er regular_form regular_verb subjuntivo_pasado 	coger	agafar	3	P	S	I	0	↫ Fue sorprendente que ↫ellos/ellas/ustedes 	 (el tren)
2410	↫ Fue sorprendente que ↫él/ella/usted {{c1::cogiera | cogiese::…coger…}} (el tren)	 coger ends_in_er regular_form regular_verb subjuntivo_pasado él_ella_usted 	coger	agafar	3	S	S	I	0	↫ Fue sorprendente que ↫él/ella/usted 	 (el tren)
2405	〰 Resulta divertido que 〰nosotros {{c1::cojamos::…coger…}} (el tren)	 coger ends_in_er nosotros regular_form regular_spelling_change regular_verb subjuntivo_presente 	coger	agafar	1	P	S	P	0	〰 Resulta divertido que 〰nosotros 	 (el tren)
2402	〰 Resulta divertido que 〰yo {{c1::coja::…coger…}} (el tren)	 coger ends_in_er regular_form regular_spelling_change regular_verb subjuntivo_presente yo 	coger	agafar	1	S	S	P	0	〰 Resulta divertido que 〰yo 	 (el tren)
2406	〰 Resulta divertido que 〰vosotros {{c1::cojáis::…coger…}} (el tren)	 coger ends_in_er regular_form regular_spelling_change regular_verb subjuntivo_presente vosotros 	coger	agafar	2	P	S	P	0	〰 Resulta divertido que 〰vosotros 	 (el tren)
2407	〰 Resulta divertido que 〰ellos/ellas/ustedes {{c1::cojan::…coger…}} (el tren)	 coger ellos_ellas_ustedes ends_in_er regular_form regular_spelling_change regular_verb subjuntivo_presente 	coger	agafar	3	P	S	P	0	〰 Resulta divertido que 〰ellos/ellas/ustedes 	 (el tren)
2404	〰 Resulta divertido que 〰él/ella/usted {{c1::coja::…coger…}} (el tren)	 coger ends_in_er regular_form regular_spelling_change regular_verb subjuntivo_presente él_ella_usted 	coger	agafar	3	S	S	P	0	〰 Resulta divertido que 〰él/ella/usted 	 (el tren)
3065	Mientras estoy estudiando…ella está {{c1::irguiendo::…erguir…}} (un edificio)	 ends_in_ir erguir gerundio high_irregularity irregular_form irregular_verb 	erguir	alar	0	0	G	0	0	Mientras estoy estudiando…ella está 	 (un edificio)
3095	… Si pasara algo, …nosotros {{c1::erguiríamos::…erguir…}} (la cabeza)	 condicional ends_in_ir erguir high_irregularity irregular_verb nosotros regular_form 	erguir	alar	1	P	I	C	0	… Si pasara algo, …nosotros 	 (la cabeza)
3092	… Si ocurriese esto, …yo {{c1::erguiría::…erguir…}} (la cabeza)	 condicional ends_in_ir erguir high_irregularity irregular_verb regular_form yo 	erguir	alar	1	S	I	C	0	… Si ocurriese esto, …yo 	 (la cabeza)
3096	… Si aconteciese esto, …vosotros {{c1::erguiríais::…erguir…}} (la cabeza)	 condicional ends_in_ir erguir high_irregularity irregular_verb regular_form vosotros 	erguir	alar	2	P	I	C	0	… Si aconteciese esto, …vosotros 	 (la cabeza)
3097	… Si se produjera esto, …ellos/ellas/ustedes {{c1::erguirían::…erguir…}} (la cabeza)	 condicional ellos_ellas_ustedes ends_in_ir erguir high_irregularity irregular_verb regular_form 	erguir	alar	3	P	I	C	0	… Si se produjera esto, …ellos/ellas/ustedes 	 (la cabeza)
3094	… Si acaeciera algo, …él/ella/usted {{c1::erguiría::…erguir…}} (la cabeza)	 condicional ends_in_ir erguir high_irregularity irregular_verb regular_form él_ella_usted 	erguir	alar	3	S	I	C	0	… Si acaeciera algo, …él/ella/usted 	 (la cabeza)
3089	→ En el futuro, →nosotros {{c1::erguiremos::…erguir…}} (la cabeza)	 ends_in_ir erguir futuro high_irregularity irregular_verb nosotros regular_form 	erguir	alar	1	P	I	F	0	→ En el futuro, →nosotros 	 (la cabeza)
3086	→ En el futuro, →yo {{c1::erguiré::…erguir…}} (la cabeza)	 ends_in_ir erguir futuro high_irregularity irregular_verb regular_form yo 	erguir	alar	1	S	I	F	0	→ En el futuro, →yo 	 (la cabeza)
3090	→ En el futuro, →vosotros {{c1::erguiréis::…erguir…}} (la cabeza)	 ends_in_ir erguir futuro high_irregularity irregular_verb regular_form vosotros 	erguir	alar	2	P	I	F	0	→ En el futuro, →vosotros 	 (la cabeza)
