note|tags|spanish_verb|inf_verb|person|sing_or_plural|mood|tense|pos_neg_cmd|context_phrase|cast_note|conj_verb|code|region|verb_type|gender|haver_verb|anar_verb|note1|note2|cat_note|tense_tag|mood_tag|ending_tag|pronoun_tag|cat_tags
A mesura que estic estudiant…està {{c1::habiendo::…haber…}} (molta especulació)| ends_in_er extreme_irregularity gerundio haber irregular_verb regular_form |haber|haver|0|0|G|0|0|mucha especulación|Mientras estoy estudiando…está {{c1::habiendo::…haber…}} (mucha especulación)|havent|VAG00000|central|A|0|||A mesura que estic estudiant…està | (molta especulació)|A mesura que estic estudiant…està {{c1::havent::…haver…}} (molta especulació)||gerundi|-er|| gerundi -er haver 
Hugo dice que ha {{c1::habido::…haber…}} (un malentès)| ends_in_er extreme_irregularity haber irregular_verb participio regular_form |haber|haver|0|S|P|0|0|un malentendido|Hugo dice que ha {{c1::habido::…haber…}} (un malentendido)|hagut|VAP00SM0|central|A|M|||Hugo dice que ha | (un malentès)|Hugo dice que ha {{c1::hagut::…haver…}} (un malentès)||participi|-er|| participi -er haver 
⊙ Ara mateix, ⊙jo {{c1::he::…haber…}} (canviat d'opinió)| ends_in_er extreme_irregularity haber irregular_form irregular_verb presente yo |haber|haver|1|S|I|P|0|cambiado de opinión|⊙ Ahora mismo, ⊙yo {{c1::he::…haber…}} (cambiado de opinión)|he|VAIP1S00|central|A|0|||⊙ Ara mateix, ⊙jo | (canviat d'opinió)|⊙ Ara mateix, ⊙jo {{c1::he::…haver…}} (canviat d'opinió)|present|indicatiu|-er|jo| present indicatiu -er jo haver 
⊙ Ara mateix, ⊙tu {{c1::has::…haber…}} (canviat d'opinió)| ends_in_er extreme_irregularity haber in_the_wild irregular_form irregular_verb presente refrán tú_vos |haber|haver|2|S|I|P|0|cambiado de opinión|⊙ Ahora mismo, ⊙tú/vos {{c1::has::…haber…}} (cambiado de opinión)|has|VAIP2S00|central|A|0|||⊙ Ara mateix, ⊙tu | (canviat d'opinió)|⊙ Ara mateix, ⊙tu {{c1::has::…haver…}} (canviat d'opinió)|present|indicatiu|-er|tu| present indicatiu -er tu haver 
⊙ Ara mateix, ⊙ell/ella/vostè {{c1::ha::…haber…}} (canviat d'opinió)| ends_in_er extreme_irregularity haber irregular_form irregular_verb presente él_ella_usted |haber|haver|3|S|I|P|0|cambiado de opinión|⊙ Ahora mismo, ⊙él/ella/usted {{c1::ha::…haber…}} (cambiado de opinión)|ha|VAIP3S00|central|A|0|||⊙ Ara mateix, ⊙ell/ella/vostè | (canviat d'opinió)|⊙ Ara mateix, ⊙ell/ella/vostè {{c1::ha::…haver…}} (canviat d'opinió)|present|indicatiu|-er|ell/ella/vostè| present indicatiu -er ell/ella/vostè haver 
⊙ Ara mateix, ⊙nosaltres {{c1::hemos::…haber…}} (canviat d'opinió)| ends_in_er extreme_irregularity haber in_the_wild irregular_form irregular_verb nosotros presente refrán |haber|haver|1|P|I|P|0|cambiado de opinión|⊙ Ahora mismo, ⊙nosotros {{c1::hemos::…haber…}} (cambiado de opinión)|hem|VAIP1P00|central|A|0|||⊙ Ara mateix, ⊙nosaltres | (canviat d'opinió)|⊙ Ara mateix, ⊙nosaltres {{c1::hem::…haver…}} (canviat d'opinió)|present|indicatiu|-er|nosaltres| present indicatiu -er nosaltres haver 
⊙ Ara mateix, ⊙vosaltres {{c1::habéis::…haber…}} (canviat d'opinió)| ends_in_er extreme_irregularity haber irregular_verb presente regular_form vosotros |haber|haver|2|P|I|P|0|cambiado de opinión|⊙ Ahora mismo, ⊙vosotros {{c1::habéis::…haber…}} (cambiado de opinión)|heu|VAIP2P00|central|A|0|||⊙ Ara mateix, ⊙vosaltres | (canviat d'opinió)|⊙ Ara mateix, ⊙vosaltres {{c1::heu::…haver…}} (canviat d'opinió)|present|indicatiu|-er|vosaltres| present indicatiu -er vosaltres haver 
⊙ Ara mateix, ⊙ells/elles/vostès {{c1::han::…haber…}} (canviat d'opinió)| ellos_ellas_ustedes ends_in_er extreme_irregularity haber irregular_form irregular_verb presente |haber|haver|3|P|I|P|0|cambiado de opinión|⊙ Ahora mismo, ⊙ellos/ellas/ustedes {{c1::han::…haber…}} (cambiado de opinión)|han|VAIP3P00|central|A|0|||⊙ Ara mateix, ⊙ells/elles/vostès | (canviat d'opinió)|⊙ Ara mateix, ⊙ells/elles/vostès {{c1::han::…haver…}} (canviat d'opinió)|present|indicatiu|-er|ells/elles/vostès| present indicatiu -er ells/elles/vostès haver 
⇠ En aquella època, sovint, ⇠jo {{c1::había::…haber…}} (sopat abans d'arribar a casa)| ends_in_er extreme_irregularity haber imperfecto irregular_verb regular_form yo |haber|haver|1|S|I|I|0|cenado antes de llegar a casa|⇠ En esa época, a menudo, ⇠yo {{c1::había::…haber…}} (cenado antes de llegar a casa)|havia|VAII1S00|central|A|0|||⇠ En aquella època, sovint, ⇠jo | (sopat abans d'arribar a casa)|⇠ En aquella època, sovint, ⇠jo {{c1::havia::…haver…}} (sopat abans d'arribar a casa)|imperfet|indicatiu|-er|jo| imperfet indicatiu -er jo haver 
⇠ En aquella època, sovint, ⇠tu {{c1::habías::…haber…}} (sopat abans d'arribar a casa)| ends_in_er extreme_irregularity haber imperfecto irregular_verb regular_form tú_vos |haber|haver|2|S|I|I|0|cenado antes de llegar a casa|⇠ En esa época, a menudo, ⇠tú/vos {{c1::habías::…haber…}} (cenado antes de llegar a casa)|havies|VAII2S00|central|A|0|||⇠ En aquella època, sovint, ⇠tu | (sopat abans d'arribar a casa)|⇠ En aquella època, sovint, ⇠tu {{c1::havies::…haver…}} (sopat abans d'arribar a casa)|imperfet|indicatiu|-er|tu| imperfet indicatiu -er tu haver 
⇠ En aquella època, sovint, ⇠ell/ella/vostè {{c1::había::…haber…}} (sopat abans d'arribar a casa)| ends_in_er extreme_irregularity haber imperfecto irregular_verb regular_form él_ella_usted |haber|haver|3|S|I|I|0|cenado antes de llegar a casa|⇠ En esa época, a menudo, ⇠él/ella/usted {{c1::había::…haber…}} (cenado antes de llegar a casa)|havia|VAII3S00|central|A|0|||⇠ En aquella època, sovint, ⇠ell/ella/vostè | (sopat abans d'arribar a casa)|⇠ En aquella època, sovint, ⇠ell/ella/vostè {{c1::havia::…haver…}} (sopat abans d'arribar a casa)|imperfet|indicatiu|-er|ell/ella/vostè| imperfet indicatiu -er ell/ella/vostè haver 
⇠ En aquella època, sovint, ⇠nosaltres {{c1::habíamos::…haber…}} (sopat abans d'arribar a casa)| ends_in_er extreme_irregularity haber imperfecto irregular_verb nosotros regular_form |haber|haver|1|P|I|I|0|cenado antes de llegar a casa|⇠ En esa época, a menudo, ⇠nosotros {{c1::habíamos::…haber…}} (cenado antes de llegar a casa)|havíem|VAII1P00|central|A|0|||⇠ En aquella època, sovint, ⇠nosaltres | (sopat abans d'arribar a casa)|⇠ En aquella època, sovint, ⇠nosaltres {{c1::havíem::…haver…}} (sopat abans d'arribar a casa)|imperfet|indicatiu|-er|nosaltres| imperfet indicatiu -er nosaltres haver 
⇠ En aquella època, sovint, ⇠vosaltres {{c1::habíais::…haber…}} (sopat abans d'arribar a casa)| ends_in_er extreme_irregularity haber imperfecto irregular_verb regular_form vosotros |haber|haver|2|P|I|I|0|cenado antes de llegar a casa|⇠ En esa época, a menudo, ⇠vosotros {{c1::habíais::…haber…}} (cenado antes de llegar a casa)|havíeu|VAII2P00|central|A|0|||⇠ En aquella època, sovint, ⇠vosaltres | (sopat abans d'arribar a casa)|⇠ En aquella època, sovint, ⇠vosaltres {{c1::havíeu::…haver…}} (sopat abans d'arribar a casa)|imperfet|indicatiu|-er|vosaltres| imperfet indicatiu -er vosaltres haver 
⇠ En aquella època, sovint, ⇠ells/elles/vostès {{c1::habían::…haber…}} (sopat abans d'arribar a casa)| ellos_ellas_ustedes ends_in_er extreme_irregularity haber imperfecto irregular_verb regular_form |haber|haver|3|P|I|I|0|cenado antes de llegar a casa|⇠ En esa época, a menudo, ⇠ellos/ellas/ustedes {{c1::habían::…haber…}} (cenado antes de llegar a casa)|havien|VAII3P00|central|A|0|||⇠ En aquella època, sovint, ⇠ells/elles/vostès | (sopat abans d'arribar a casa)|⇠ En aquella època, sovint, ⇠ells/elles/vostès {{c1::havien::…haver…}} (sopat abans d'arribar a casa)|imperfet|indicatiu|-er|ells/elles/vostès| imperfet indicatiu -er ells/elles/vostès haver 
↧ En aquell moment ↧una vez jo {{c1::hube::…haber…}} (menjat, ella va sortir)| ends_in_er extreme_irregularity haber indefinido irregular_form irregular_verb yo |haber|haver|1|S|I|passat_perifrastic|0|comido, ella salió|↧ En aquel momento ↧una vez yo {{c1::hube::…haber…}} (comido, ella salió)|vaig haver||||||vaig|↧ En aquell moment ↧una vez jo | (menjat, ella va sortir)|↧ En aquell moment ↧una vez jo {{c1::vaig haver::…haver…}} (menjat, ella va sortir)|passat_perifrastic|indicatiu|-er|jo| passat_perifrastic indicatiu -er jo haver 
↧ En aquell moment ↧una vez tu {{c1::hubiste::…haber…}} (menjat, ella va sortir)| ends_in_er extreme_irregularity haber indefinido irregular_form irregular_verb tú_vos |haber|haver|2|S|I|passat_perifrastic|0|comido, ella salió|↧ En aquel momento ↧una vez tú/vos {{c1::hubiste::…haber…}} (comido, ella salió)|vas haver||||||vas|↧ En aquell moment ↧una vez tu | (menjat, ella va sortir)|↧ En aquell moment ↧una vez tu {{c1::vas haver::…haver…}} (menjat, ella va sortir)|passat_perifrastic|indicatiu|-er|tu| passat_perifrastic indicatiu -er tu haver 
↧ En aquell moment ↧una vez ell/ella/vostè {{c1::hubo::…haber…}} (menjat, ella va sortir)| ends_in_er extreme_irregularity haber in_the_wild indefinido irregular_form irregular_verb refrán él_ella_usted |haber|haver|3|S|I|passat_perifrastic|0|comido, ella salió|↧ En aquel momento ↧una vez él/ella/usted {{c1::hubo::…haber…}} (comido, ella salió)|va haver||||||va|↧ En aquell moment ↧una vez ell/ella/vostè | (menjat, ella va sortir)|↧ En aquell moment ↧una vez ell/ella/vostè {{c1::va haver::…haver…}} (menjat, ella va sortir)|passat_perifrastic|indicatiu|-er|ell/ella/vostè| passat_perifrastic indicatiu -er ell/ella/vostè haver 
↧ En aquell moment ↧una vez nosaltres {{c1::hubimos::…haber…}} (menjat, ella va sortir)| ends_in_er extreme_irregularity haber indefinido irregular_form irregular_verb nosotros |haber|haver|1|P|I|passat_perifrastic|0|comido, ella salió|↧ En aquel momento ↧una vez nosotros {{c1::hubimos::…haber…}} (comido, ella salió)|vam haver||||||vam|↧ En aquell moment ↧una vez nosaltres | (menjat, ella va sortir)|↧ En aquell moment ↧una vez nosaltres {{c1::vam haver::…haver…}} (menjat, ella va sortir)|passat_perifrastic|indicatiu|-er|nosaltres| passat_perifrastic indicatiu -er nosaltres haver 
↧ En aquell moment ↧una vez vosaltres {{c1::hubisteis::…haber…}} (menjat, ella va sortir)| ends_in_er extreme_irregularity haber indefinido irregular_form irregular_verb vosotros |haber|haver|2|P|I|passat_perifrastic|0|comido, ella salió|↧ En aquel momento ↧una vez vosotros {{c1::hubisteis::…haber…}} (comido, ella salió)|vau haver||||||vau|↧ En aquell moment ↧una vez vosaltres | (menjat, ella va sortir)|↧ En aquell moment ↧una vez vosaltres {{c1::vau haver::…haver…}} (menjat, ella va sortir)|passat_perifrastic|indicatiu|-er|vosaltres| passat_perifrastic indicatiu -er vosaltres haver 
↧ En aquell moment ↧una vez ells/elles/vostès {{c1::hubieron::…haber…}} (menjat, ella va sortir)| ellos_ellas_ustedes ends_in_er extreme_irregularity haber indefinido irregular_form irregular_verb |haber|haver|3|P|I|passat_perifrastic|0|comido, ella salió|↧ En aquel momento ↧una vez ellos/ellas/ustedes {{c1::hubieron::…haber…}} (comido, ella salió)|van haver||||||van|↧ En aquell moment ↧una vez ells/elles/vostès | (menjat, ella va sortir)|↧ En aquell moment ↧una vez ells/elles/vostès {{c1::van haver::…haver…}} (menjat, ella va sortir)|passat_perifrastic|indicatiu|-er|ells/elles/vostès| passat_perifrastic indicatiu -er ells/elles/vostès haver 
→ En el futur, →jo {{c1::habré::…haber…}} (viatjat de llarg a llarg d'Espanja)| ends_in_er extreme_irregularity futuro haber irregular_form irregular_verb yo |haber|haver|1|S|I|F|0|viajado a lo largo y ancho de España|→ En el futuro, →yo {{c1::habré::…haber…}} (viajado a lo largo y ancho de España)|hauré|VAIF1S00|central|A|0|||→ En el futur, →jo | (viatjat de llarg a llarg d'Espanja)|→ En el futur, →jo {{c1::hauré::…haver…}} (viatjat de llarg a llarg d'Espanja)|futur|indicatiu|-er|jo| futur indicatiu -er jo haver 
→ En el futur, →tu {{c1::habrás::…haber…}} (viatjat de llarg a llarg d'Espanja)| ends_in_er extreme_irregularity futuro haber irregular_form irregular_verb tú_vos |haber|haver|2|S|I|F|0|viajado a lo largo y ancho de España|→ En el futuro, →tú/vos {{c1::habrás::…haber…}} (viajado a lo largo y ancho de España)|hauràs|VAIF2S00|central|A|0|||→ En el futur, →tu | (viatjat de llarg a llarg d'Espanja)|→ En el futur, →tu {{c1::hauràs::…haver…}} (viatjat de llarg a llarg d'Espanja)|futur|indicatiu|-er|tu| futur indicatiu -er tu haver 
→ En el futur, →ell/ella/vostè {{c1::habrá::…haber…}} (viatjat de llarg a llarg d'Espanja)| ends_in_er extreme_irregularity futuro haber irregular_form irregular_verb él_ella_usted |haber|haver|3|S|I|F|0|viajado a lo largo y ancho de España|→ En el futuro, →él/ella/usted {{c1::habrá::…haber…}} (viajado a lo largo y ancho de España)|haurà|VAIF3S00|central|A|0|||→ En el futur, →ell/ella/vostè | (viatjat de llarg a llarg d'Espanja)|→ En el futur, →ell/ella/vostè {{c1::haurà::…haver…}} (viatjat de llarg a llarg d'Espanja)|futur|indicatiu|-er|ell/ella/vostè| futur indicatiu -er ell/ella/vostè haver 
→ En el futur, →nosaltres {{c1::habremos::…haber…}} (viatjat de llarg a llarg d'Espanja)| ends_in_er extreme_irregularity futuro haber irregular_form irregular_verb nosotros |haber|haver|1|P|I|F|0|viajado a lo largo y ancho de España|→ En el futuro, →nosotros {{c1::habremos::…haber…}} (viajado a lo largo y ancho de España)|haurem|VAIF1P00|central|A|0|||→ En el futur, →nosaltres | (viatjat de llarg a llarg d'Espanja)|→ En el futur, →nosaltres {{c1::haurem::…haver…}} (viatjat de llarg a llarg d'Espanja)|futur|indicatiu|-er|nosaltres| futur indicatiu -er nosaltres haver 
→ En el futur, →vosaltres {{c1::habréis::…haber…}} (viatjat de llarg a llarg d'Espanja)| ends_in_er extreme_irregularity futuro haber irregular_form irregular_verb vosotros |haber|haver|2|P|I|F|0|viajado a lo largo y ancho de España|→ En el futuro, →vosotros {{c1::habréis::…haber…}} (viajado a lo largo y ancho de España)|haureu|VAIF2P00|central|A|0|||→ En el futur, →vosaltres | (viatjat de llarg a llarg d'Espanja)|→ En el futur, →vosaltres {{c1::haureu::…haver…}} (viatjat de llarg a llarg d'Espanja)|futur|indicatiu|-er|vosaltres| futur indicatiu -er vosaltres haver 
→ En el futur, →ells/elles/vostès {{c1::habrán::…haber…}} (viatjat de llarg a llarg d'Espanja)| ellos_ellas_ustedes ends_in_er extreme_irregularity futuro haber irregular_form irregular_verb |haber|haver|3|P|I|F|0|viajado a lo largo y ancho de España|→ En el futuro, →ellos/ellas/ustedes {{c1::habrán::…haber…}} (viajado a lo largo y ancho de España)|hauran|VAIF3P00|central|A|0|||→ En el futur, →ells/elles/vostès | (viatjat de llarg a llarg d'Espanja)|→ En el futur, →ells/elles/vostès {{c1::hauran::…haver…}} (viatjat de llarg a llarg d'Espanja)|futur|indicatiu|-er|ells/elles/vostès| futur indicatiu -er ells/elles/vostès haver 
… Si passés això, …jo {{c1::habría::…haber…}} (guanjat el premi)| condicional ends_in_er extreme_irregularity haber irregular_form irregular_verb yo |haber|haver|1|S|I|C|0|ganado el premio|… Si ocurriese esto, …yo {{c1::habría::…haber…}} (ganado el premio)|hauria|VAIC1S00|central|A|0|||… Si passés això, …jo | (guanjat el premi)|… Si passés això, …jo {{c1::hauria::…haver…}} (guanjat el premi)|condicional|indicatiu|-er|jo| condicional indicatiu -er jo haver 
… Si sucediera esto, …tu {{c1::habrías::…haber…}} (guanjat el premi)| condicional ends_in_er extreme_irregularity haber irregular_form irregular_verb tú_vos |haber|haver|2|S|I|C|0|ganado el premio|… Si sucediera esto, …tú/vos {{c1::habrías::…haber…}} (ganado el premio)|hauries|VAIC2S00|central|A|0|||… Si sucediera esto, …tu | (guanjat el premi)|… Si sucediera esto, …tu {{c1::hauries::…haver…}} (guanjat el premi)|condicional|indicatiu|-er|tu| condicional indicatiu -er tu haver 
… Si s'esdevingués alguna cosa, …ell/ella/vostè {{c1::habría::…haber…}} (guanjat el premi)| condicional ends_in_er extreme_irregularity haber irregular_form irregular_verb él_ella_usted |haber|haver|3|S|I|C|0|ganado el premio|… Si acaeciera algo, …él/ella/usted {{c1::habría::…haber…}} (ganado el premio)|hauria|VAIC3S00|central|A|0|||… Si s'esdevingués alguna cosa, …ell/ella/vostè | (guanjat el premi)|… Si s'esdevingués alguna cosa, …ell/ella/vostè {{c1::hauria::…haver…}} (guanjat el premi)|condicional|indicatiu|-er|ell/ella/vostè| condicional indicatiu -er ell/ella/vostè haver 
… Si passés alguna cosa, …nosaltres {{c1::habríamos::…haber…}} (guanjat el premi)| condicional ends_in_er extreme_irregularity haber irregular_form irregular_verb nosotros |haber|haver|1|P|I|C|0|ganado el premio|… Si pasara algo, …nosotros {{c1::habríamos::…haber…}} (ganado el premio)|hauríem|VAIC1P00|central|A|0|||… Si passés alguna cosa, …nosaltres | (guanjat el premi)|… Si passés alguna cosa, …nosaltres {{c1::hauríem::…haver…}} (guanjat el premi)|condicional|indicatiu|-er|nosaltres| condicional indicatiu -er nosaltres haver 
… Si s'esdevingués això, …vosaltres {{c1::habríais::…haber…}} (guanjat el premi)| condicional ends_in_er extreme_irregularity haber irregular_form irregular_verb vosotros |haber|haver|2|P|I|C|0|ganado el premio|… Si aconteciese esto, …vosotros {{c1::habríais::…haber…}} (ganado el premio)|hauríeu|VAIC2P00|central|A|0|||… Si s'esdevingués això, …vosaltres | (guanjat el premi)|… Si s'esdevingués això, …vosaltres {{c1::hauríeu::…haver…}} (guanjat el premi)|condicional|indicatiu|-er|vosaltres| condicional indicatiu -er vosaltres haver 
… Si es produís això, …ells/elles/vostès {{c1::habrían::…haber…}} (guanjat el premi)| condicional ellos_ellas_ustedes ends_in_er extreme_irregularity haber irregular_form irregular_verb |haber|haver|3|P|I|C|0|ganado el premio|… Si se produjera esto, …ellos/ellas/ustedes {{c1::habrían::…haber…}} (ganado el premio)|haurien|VAIC3P00|central|A|0|||… Si es produís això, …ells/elles/vostès | (guanjat el premi)|… Si es produís això, …ells/elles/vostès {{c1::haurien::…haver…}} (guanjat el premi)|condicional|indicatiu|-er|ells/elles/vostès| condicional indicatiu -er ells/elles/vostès haver 
